default,amount_of_loan,credit_rating,years_with_bank,rent_mortgage_own,income,age
1,12000,B,11,0,51449,22
1,1500,A,0,0,52000,45
1,1800,B,2,0,25000,23
0,1000,B,20,1,73164,23
1,25000,D,0,0,120000,28
1,25000,C,1,1,76000,22
1,35000,B,3,1,250000,28
0,8500,E,7,0,50000,25
0,5000,A,8,1,34000,22
1,10000,A,6,1,92040,26
0,1800,B,7,0,14400,41
1,1000,C,9,0,50000,28
1,20000,G,14,0,50000,50
0,8000,B,1,1,61000,22
0,10750,A,13,1,81000,26
1,4800,A,15,2,43800,29
0,4000,B,9,1,56400,23
1,7800,B,5,2,48000,24
1,8000,A,2,0,43200,22
1,7500,E,3,1,160000,26
0,11600,A,1,1,70000,40
0,2400,A,9,0,22790,23
0,9600,E,1,0,140000,31
1,6500,C,4,0,21600,24
0,4000,B,3,0,63500,27
0,12000,B,24,0,56000,24
0,4000,C,1,0,19200,24
1,10000,D,11,1,51000,30
1,25000,B,0,0,200000,29
1,14600,D,3,2,97000,29
1,14500,B,5,0,37000,22
1,5000,A,6,0,84855,29
0,15000,B,13,1,71500,28
1,7200,B,0,0,28800,34
0,4000,A,0,0,55000,26
1,4000,B,3,0,27500,32
0,15000,B,5,0,80000,23
0,16000,A,0,1,150000,42
1,19750,G,0,1,125000,23
0,2000,C,6,0,50252,23
0,17000,B,4,0,33852,33
0,16000,E,3,0,139992,23
0,20000,B,6,0,72000,34
1,25000,E,4,1,86028,29
0,22000,B,5,1,100800,30
0,5000,C,3,0,33600,23
1,21000,B,17,0,105000,29
1,9250,C,5,0,27120,22
1,3600,B,12,1,60000,26
1,8000,B,2,1,60000,26
0,16000,A,29,1,84000,23
0,7500,B,2,0,35000,25
1,20000,C,12,0,52000,25
0,17400,C,5,1,78400,24
1,1800,B,1,1,50004,36
1,13600,B,48,1,91000,30
1,7500,D,10,2,44000,28
1,4475,D,3,0,13200,29
0,5000,A,1,1,79000,31
1,20000,C,6,0,105000,23
1,8000,B,4,1,38000,25
0,12000,A,12,0,275000,39
0,10000,B,2,1,86004,43
1,10000,A,15,1,72000,28
1,6350,D,1,0,80415,23
1,2850,B,5,2,24000,32
0,5000,D,2,0,40000,21
0,22000,A,9,1,90996,40
0,11100,A,5,0,75000,31
1,19600,C,18,0,900000,58
0,12000,B,4,0,46000,29
1,22500,C,7,0,70000,23
1,7550,C,3,0,20400,24
1,10000,B,7,0,30000,22
0,2500,E,2,1,20004,23
1,2000,B,4,0,23587,22
1,8500,A,2,0,27000,37
0,4800,A,7,1,50000,31
1,30000,D,10,1,72357,23
1,3000,B,3,1,75000,24
0,7500,B,8,0,65000,31
0,25000,B,12,0,82000,24
0,17000,B,1,1,65000,26
0,8000,B,3,2,75996,29
0,7250,C,11,0,105000,35
1,9600,B,3,1,93600,23
0,5000,B,4,2,30000,22
0,1900,A,17,0,45000,30
0,5000,B,5,0,90000,24
1,10000,C,5,1,59000,36
0,8400,A,3,1,86000,21
1,25000,D,0,1,240000,48
0,6500,A,37,1,48000,42
0,6000,B,15,1,110000,34
0,12000,A,10,1,95000,22
0,8600,B,8,1,40000,30
0,4000,A,21,1,63000,27
0,11000,B,11,1,130000,27
0,4000,D,6,0,175000,29
1,25000,B,2,1,225000,26
1,14000,D,4,1,64300,30
0,12000,A,5,2,72645.36,26
0,10000,C,5,2,38400,22
0,9600,A,1,1,65000,29
0,10000,A,5,1,62000,26
0,7250,A,0,0,20800,30
0,18650,A,11,1,50000,25
0,1400,C,7,1,66500,24
0,18000,B,2,0,101500,30
1,8000,C,4,2,72000,27
0,22000,B,9,1,92000,24
1,4575,E,3,1,11000,21
1,12000,B,6,0,58260,24
1,3600,B,5,0,35496,37
0,10000,B,1,1,55000,26
1,7000,B,4,1,37417,25
0,20000,C,7,1,82726,24
1,7000,B,0,1,110000,23
1,5000,G,3,1,52000,26
1,5000,C,22,0,32000,25
1,6000,D,0,0,42000,34
1,2000,B,7,1,62000,25
1,8000,A,5,2,22000,28
1,10000,D,24,0,126000,35
1,6000,D,0,0,30000,26
1,2500,B,1,0,19968,31
1,16600,E,0,0,65160,25
0,8000,A,0,1,87000,22
0,10000,C,0,0,27000,24
1,5600,D,2,2,32500,24
1,18500,C,6,2,55000,23
1,12000,C,3,0,50000,24
1,10000,B,6,2,36000,30
1,5000,B,2,1,85000,39
1,10000,B,3,1,26004,25
0,12800,B,5,1,83820,32
1,14000,C,0,1,44000,27
1,5400,B,7,0,26400,23
1,6000,A,21,1,35000,26
1,10500,D,3,0,30000,25
1,12000,C,8,0,57720,23
1,15000,D,0,0,75600,30
1,13000,B,7,0,67000,27
0,6250,C,3,1,120000,29
1,2400,B,3,2,10800,30
1,15000,B,4,0,50172,22
0,4800,A,3,0,26400,23
1,6950,A,2,0,14400,37
1,15000,C,4,1,120000,27
1,18000,B,4,1,53800,23
0,3000,D,1,0,18000,23
0,21250,A,30,0,51060,25
0,4900,C,1,0,26880,25
0,15000,A,6,0,72000,26
0,3600,D,23,0,90000,30
0,16000,C,2,0,85000,23
0,6400,A,4,2,27000,23
1,9000,D,3,0,62004,31
1,8000,C,3,0,21996,25
1,1500,D,1,0,27000,24
1,7000,C,5,0,90000,28
1,10000,C,19,2,55000,25
1,6000,A,12,0,38400,40
1,9500,B,3,1,52500,22
1,5000,A,1,0,57600,26
1,6000,C,3,0,55000,29
1,1500,B,1,0,21600,30
1,10000,E,0,1,60000,29
0,15000,A,5,1,30000,28
1,6000,C,3,0,55000,33
1,18000,A,11,1,80000,25
0,2500,B,1,0,95800,27
1,9000,C,0,0,30000,22
1,6000,C,0,1,50000,27
1,10000,D,12,1,58000,22
1,4800,B,11,1,60000,26
1,25000,C,4,0,94800,45
1,5000,A,4,1,25000,23
0,9600,C,3,1,67775,22
0,4600,A,30,0,60000,28
0,8000,C,3,1,36000,24
0,5000,D,3,0,45360,33
0,3650,B,14,1,105000,22
1,5000,C,0,0,16800,32
1,12200,B,1,0,42000,22
1,14500,B,1,0,36000,28
1,4000,C,0,0,60000,26
1,17600,C,13,1,100000,32
1,4000,C,0,1,40000,23
1,7000,E,0,0,77520,52
1,14400,D,14,1,120000,42
0,13000,B,6,0,110000,40
0,7500,A,4,0,60000,23
1,4200,D,1,0,70000,32
0,14000,A,2,0,125000,29
1,7200,B,13,0,25200,23
0,12000,B,8,1,55000,22
0,14000,D,1,0,122400,30
1,4500,C,1,0,35000,24
0,8775,A,4,0,46104,22
1,3000,B,3,0,55000,27
0,6000,A,4,1,80000,25
0,8000,A,12,2,90000,41
1,11000,A,7,2,27852,29
1,7000,D,4,0,27600,24
1,7000,D,11,2,144000,28
1,2200,A,9,1,36000,23
1,20000,B,14,0,44000,25
0,20000,D,3,0,65004,36
1,25000,B,4,1,86000,23
0,8000,A,22,1,136000,23
0,5000,B,2,0,35000,22
1,14000,D,1,1,125000,25
1,5000,B,0,0,30000,22
1,2000,C,3,1,50400,33
1,4200,B,4,0,28080,22
1,6000,C,5,0,48996,29
0,7000,A,4,0,42000,22
0,6000,A,9,1,102000,27
0,5375,B,2,0,15360,28
1,4000,A,3,0,45600,26
0,18000,C,8,0,65000,25
0,15000,B,19,0,62400,24
0,3500,A,7,1,37980,25
1,6000,C,2,0,60000,39
0,5000,A,0,0,32000,39
0,6000,E,1,0,36000,26
0,5000,A,7,1,44000,25
0,3000,A,0,1,114440,46
1,2800,A,5,0,14400,22
1,2100,C,27,1,57043,28
0,4500,A,1,1,57000,30
0,10000,A,0,0,35364,25
1,4800,C,12,0,41504.4,22
1,3500,D,0,1,19012.8,21
1,7000,C,2,0,55400,29
1,5500,B,5,0,12000,22
0,8000,A,5,1,70000,46
0,30000,A,9,1,155000,36
1,5000,F,0,0,20000,34
1,7000,B,2,0,36475,30
1,5000,C,0,1,52800,26
0,11000,A,7,1,90000,25
1,12700,B,5,0,60000,28
0,11600,B,0,1,58000,26
0,7500,A,9,1,47000,47
0,2000,B,0,0,50000,27
0,20000,B,6,1,65000,41
1,3825,D,1,0,14400,24
1,1375,B,4,1,24000,23
1,15000,C,4,1,76000,25
0,10000,C,3,0,36000,21
1,7025,A,0,0,36500,22
0,1500,A,8,0,58000,22
1,3000,D,3,1,80000,29
1,3250,B,7,1,32000,25
0,8000,A,1,0,93000,27
0,13000,A,14,1,92508,27
1,10000,C,0,0,42000,22
0,20400,B,0,1,121000,24
0,6000,B,6,1,62000,32
0,3000,B,2,0,15840,57
0,10000,A,7,0,71496,23
0,1200,A,2,0,14400,21
1,20000,B,29,0,60000,28
0,6000,B,17,0,80000,38
1,15000,E,0,0,60225,22
1,8000,B,3,1,30992,29
1,15000,D,14,1,81800,48
0,11000,A,12,1,170000,54
1,4000,B,2,0,25000,22
0,7000,A,6,0,37740,22
1,3600,C,3,0,50000,22
0,14000,B,2,0,50000,33
0,10000,A,9,1,175000,24
1,24250,B,8,2,59004,27
1,21000,D,11,0,71219.2,26
1,12250,B,2,1,31000,25
0,21000,B,3,0,66000,31
0,8900,A,0,0,80000,30
1,19000,A,5,1,48000,24
1,10000,E,1,0,47435,41
1,4500,D,1,0,21600,23
0,5500,C,3,0,27996,23
0,4500,B,8,1,58200,28
1,2000,B,2,0,32000,22
0,9225,A,5,0,63000,22
1,12000,C,0,2,42000,22
0,9800,B,4,0,60000,22
1,5000,E,5,0,83100,24
1,5000,D,1,2,28800,55
1,2000,B,5,0,24000,24
1,10625,C,16,0,26500,30
0,10000,D,2,0,66000,43
0,6025,A,0,0,60000,22
1,6000,B,1,1,36852,24
0,10750,B,3,0,24960,27
1,8000,B,3,2,36000,35
1,15000,A,11,1,49772.64,35
1,10000,B,6,1,125000,23
1,16000,A,0,1,60000,22
0,10625,C,12,1,34000,27
1,6000,C,8,1,58000,35
0,5000,C,0,0,36000,29
0,7500,B,5,1,28000,32
1,15000,C,12,1,95000,21
1,3500,A,0,2,40800,39
1,8000,D,0,0,70000,22
1,5400,A,3,2,22296,26
1,8000,B,2,1,52000,22
1,5000,B,1,1,38000,24
1,4250,C,11,0,10380,34
1,5400,E,2,0,75108,22
1,10000,B,5,0,32000,42
1,1600,D,0,0,60000,21
0,8000,A,19,1,51000,28
0,12000,A,0,1,65000,25
1,3000,B,0,0,17400,25
1,7000,A,2,1,24000,30
1,12000,C,4,0,85000,30
0,2375,B,0,0,71004,35
1,17000,B,7,1,76000,34
1,15000,D,0,1,75000,23
1,5000,B,8,0,45000,35
0,5200,B,5,0,26000,21
0,4800,A,2,0,72096,24
1,3600,B,4,0,33000,25
0,5000,B,18,1,98000,41
1,10000,B,0,1,75000,36
0,14500,A,3,1,35500,24
0,1800,B,5,0,80000,33
1,3450,B,5,0,25000,25
0,6000,B,1,0,75000,23
0,13025,B,1,1,40000,22
0,4000,A,11,2,47000,25
1,10000,A,15,1,50000,23
0,10000,A,10,2,52000,26
0,4200,A,5,0,30000,34
1,6000,B,1,0,56000,23
0,7000,B,2,0,52000,25
1,4800,E,6,0,58000,26
0,3000,A,1,0,62000,33
1,6000,A,5,0,51928,26
0,6000,B,4,1,85000,38
1,10000,B,13,0,30000,23
1,10000,A,4,0,78996,46
0,5000,D,12,0,60000,28
1,7000,A,2,1,250000,24
0,8000,C,8,0,70000,26
0,3500,B,5,1,50000,24
1,4975,A,3,0,34000,22
0,6000,A,4,1,81360,26
1,5000,B,3,0,19200,25
1,1200,C,0,0,32400,24
0,9000,C,14,1,60000,22
0,10000,C,3,0,36000,22
1,20000,C,4,0,78000,27
0,10000,B,1,0,65000,21
1,4000,C,0,0,16500,30
1,24000,B,1,1,80000,26
0,10000,A,2,0,39500,25
0,5000,C,3,1,83200,34
1,8000,C,14,0,33000,28
1,5000,C,0,0,66000,29
1,20000,C,1,1,65000,34
1,8275,D,5,1,155000,28
1,7175,A,4,0,60000,37
0,8000,B,2,0,91000,22
1,30000,B,2,0,80000,29
1,24000,B,3,1,50000,27
1,4500,B,4,1,73000,24
1,20000,D,8,0,80000,22
1,25000,B,0,0,50004,22
1,12000,D,2,0,42000,27
1,9000,A,2,0,39359,23
0,4900,C,2,1,80000,25
1,25000,G,4,0,100000,37
0,10800,A,5,2,45000,37
1,20000,B,14,1,163900,26
0,8000,A,6,0,38400,22
1,2000,A,4,0,20400,29
1,2800,D,1,0,15000,26
1,20000,C,9,1,90000,35
1,2400,D,9,1,62400,22
1,14400,C,3,1,85000,26
0,2800,A,1,1,52800,46
1,4400,B,3,1,36000,30
0,2600,B,1,0,9600,29
1,7000,C,1,1,55000,25
1,9925,D,7,1,63655,24
0,3000,A,0,1,57000,39
0,20000,C,7,0,120000,34
0,2400,B,4,2,38400,32
1,4650,C,3,0,43000,32
1,10000,B,1,0,33600,24
0,9600,A,6,0,37595,27
1,7500,C,3,1,60000,23
1,5000,B,0,0,24000,31
0,10750,B,5,1,38196,28
1,5000,C,8,1,29664,21
0,5000,B,2,0,110000,25
0,5000,A,2,0,63000,22
1,15000,C,6,0,38000,21
1,5000,C,1,0,16800,24
1,5000,D,0,0,24996,21
1,7000,A,4,0,39000,35
1,27050,D,1,1,70000,31
1,8950,C,1,0,39000,23
0,6000,C,13,1,130000,29
1,10500,C,2,2,70500,23
0,4000,A,3,0,32004,33
1,15250,E,1,1,61200,23
1,10000,C,0,1,43200,24
1,14000,A,6,0,45000,28
1,3000,D,1,2,22000,24
1,6000,A,11,1,35000,23
1,3400,A,0,0,24290.4,23
1,8500,B,9,0,50000,21
0,5000,A,8,0,60996,24
0,5500,C,2,0,62472,24
1,3000,B,13,0,42000,22
1,21600,C,5,0,60000,24
0,3000,A,0,2,26000,34
1,14000,A,2,0,150000,35
0,3900,B,8,1,84000,22
1,16000,A,21,0,62000,23
0,1200,A,15,0,11000,23
0,15000,B,14,0,85000,23
1,24250,D,17,0,111996,25
0,20000,A,22,1,76000,23
0,10000,A,3,0,38400,34
1,10000,C,5,0,65000,35
0,5000,A,4,1,48000,29
1,6000,C,7,0,30000,22
1,17000,B,19,1,63504,27
1,15000,D,4,1,80000,22
0,10950,A,7,2,34000,23
1,5000,B,4,1,36300,25
1,3000,B,4,0,40000,28
1,10000,B,12,0,60000,29
0,5600,A,2,1,85000,37
0,5000,C,1,0,24996,21
0,18000,B,4,0,81972,28
0,7000,A,18,1,123000,22
1,10000,B,14,1,88800,26
1,8000,D,13,2,59506,32
1,10000,D,2,1,73524,30
1,5000,B,17,2,24000,22
1,6000,D,13,0,54000,27
0,20000,A,14,0,50000,54
1,24250,E,5,2,55000,45
0,1800,A,1,2,36000,23
0,6000,A,3,0,40000,23
0,12000,C,0,0,53000,28
1,9000,B,20,2,98736,29
0,12000,B,1,0,42000,31
1,2100,C,1,0,34800,38
0,1000,B,0,0,5000,25
0,5000,B,25,1,43200,30
0,10000,C,5,0,84000,25
0,9000,A,17,1,55000,41
0,15000,B,4,0,108820,25
1,9950,C,7,0,30784,33
1,2800,B,2,0,24000,23
1,13000,B,5,1,31000,32
1,5000,B,3,0,39996,21
1,10500,C,11,2,45000,28
1,7000,C,2,0,55400,29
1,5200,C,4,0,45000,35
1,2850,C,4,1,48000,27
1,5000,D,3,0,36000,22
0,15500,B,2,1,168000,31
1,20000,B,21,0,72000,27
0,15000,A,4,2,53481.36,25
0,10000,B,1,0,89000,31
0,12000,B,1,0,39000,23
1,3000,E,3,0,24000,37
0,9600,C,0,0,120640,26
0,21000,B,5,0,285000,34
1,13750,D,1,0,27036,43
1,25000,F,2,0,235000,27
0,7000,A,3,0,40000,24
1,1000,B,5,1,38000,23
0,3500,A,4,0,19000,24
1,1300,C,4,0,60000,22
1,15000,D,11,0,94000,23
1,14000,B,4,1,109000,22
0,4500,B,2,0,18000,21
1,1000,C,2,1,33990,23
0,10000,B,3,1,34560,40
0,6000,A,40,1,75181,25
1,6000,D,8,0,53000,29
0,6000,C,4,0,49200,21
0,12000,E,2,0,85000,25
0,14400,B,5,1,124896,23
1,1300,D,14,1,46500,21
0,15000,A,30,2,31200,25
0,3600,B,4,0,39500,28
0,1200,A,0,2,32000,36
0,2800,B,13,1,136000,30
0,10000,B,1,0,93000,29
0,21000,B,4,1,100800,24
1,14000,C,0,1,115000,26
0,7000,A,2,1,36000,26
1,12000,B,3,1,57000,22
0,19000,B,3,0,72000,23
0,18225,B,2,1,49000,25
1,8875,B,2,1,37000,35
0,20000,B,5,0,70000,25
0,15000,A,3,1,150000,25
1,6000,E,6,0,60000,23
1,5000,B,5,0,38000,23
1,15000,D,17,1,54996,21
1,15000,D,8,0,135000,24
1,6000,B,2,0,28000,25
0,5000,B,3,2,35412,25
0,20000,A,1,1,100000,27
1,1250,E,3,1,33000,24
1,5000,E,2,0,38000,23
0,13000,B,20,1,51000,21
0,19800,B,13,0,116000,26
1,8000,D,7,0,21000,22
0,12000,E,0,0,50004,23
1,1600,D,2,0,57600,34
0,4200,D,3,2,49000,36
1,16000,C,7,1,70000,24
1,12000,C,8,0,50361,22
1,6000,C,33,1,54902.52,25
1,8000,C,5,0,31000,26
0,20000,B,8,1,98080,29
1,25000,D,2,0,120000,26
0,2000,B,17,1,96000,24
1,1600,D,5,0,38000,26
1,16000,B,2,0,45000,35
1,13650,E,0,0,33000,25
0,18000,C,0,1,100000,28
0,15000,B,18,1,78840,39
1,5000,C,5,1,88000,31
1,8000,A,4,2,40000,22
0,8350,B,7,1,111000,23
1,10000,C,2,0,38400,21
1,10000,D,12,0,60000,23
1,6000,A,11,2,69600,45
1,12000,B,0,0,30000,24
1,7600,B,1,0,60000,25
0,6500,A,2,2,32000,23
0,1800,A,16,1,27204,35
1,25000,F,16,1,70000,40
1,19000,F,5,1,78000,23
1,4050,A,17,1,75000,31
1,5000,D,2,0,57000,24
1,6000,C,8,1,50000,31
1,2800,C,3,0,42120,26
1,10000,C,3,0,40000,27
1,1400,D,8,1,19200,22
1,19750,D,9,0,53000,25
0,8500,C,8,1,69383,22
0,5000,B,2,0,60400,30
0,10500,A,14,1,155004,25
1,24000,E,8,1,90000,24
1,5075,C,7,0,20000,31
0,8000,B,2,1,72000,38
0,23750,B,6,1,80000,27
1,3600,B,4,0,50000,24
1,12000,A,26,1,50000,25
0,9600,A,0,0,30000,28
0,12000,B,0,1,95000,24
1,2000,A,0,0,19200,45
0,15000,B,2,1,156000,39
1,5000,A,9,2,56400,21
1,25000,D,2,1,216000,25
0,9600,C,0,0,71400,30
1,15000,A,4,0,50000,30
0,1200,B,12,1,74000,26
1,25000,D,15,0,109908,24
1,6000,A,15,0,105000,22
1,25000,C,7,1,108000,31
1,2000,A,0,0,50000,24
1,8000,A,5,2,22000,28
1,25000,D,16,0,170000,30
1,1600,A,9,0,40000,31
1,5000,D,6,1,85000,33
0,15000,A,0,0,66500,24
1,2500,B,14,0,66072,36
1,3250,C,22,0,26400,30
1,3500,A,2,1,48000,24
0,10000,A,5,2,75000,23
1,3000,A,0,0,61160,24
0,7000,C,3,2,65000,26
1,25000,B,19,1,120000,32
0,23000,B,1,1,120000,29
1,20000,D,4,0,95000,24
1,2000,A,1,0,19200,29
1,3600,D,1,2,12996,25
1,5000,D,4,1,125000,25
0,3600,B,3,0,60000,28
1,7500,A,5,0,50000,21
0,20000,B,5,1,150000,24
0,7500,A,3,2,120000,29
1,12000,B,2,1,72000,30
1,14825,B,8,1,75000,22
1,10000,F,5,2,35000,23
0,7000,A,5,0,45000,24
0,12000,B,3,1,68500,22
1,12800,B,4,0,38000,24
1,6000,B,5,0,55000,31
0,10000,A,7,1,120000,23
0,8000,A,12,1,107364,28
1,3600,B,8,0,12000,25
0,1800,A,4,1,52000,33
1,7200,B,5,0,45000,34
0,2000,A,12,0,58020,25
1,10800,D,6,0,63000,21
0,25000,D,2,1,50000,24
0,22000,A,3,0,99996,23
0,12450,E,2,0,42996,25
1,2800,D,2,0,42000,31
1,13000,B,3,0,37000,24
1,19200,B,13,0,77000,25
1,5000,F,0,1,120000,37
0,12000,B,1,1,132500,26
0,5000,B,10,0,24000,33
1,2400,B,8,0,40000,21
1,4000,F,2,0,19200,50
1,4500,A,3,0,26000,23
1,5000,B,8,1,54996,25
1,10000,C,11,1,92400,24
1,16000,C,4,0,50000,36
1,25000,D,0,1,62000,27
0,1800,B,0,0,15000,28
0,7000,B,5,1,54000,22
1,2500,A,14,1,70800,26
1,6000,B,6,1,60996,40
1,15000,D,1,0,59000,24
0,4500,B,2,0,20400,21
0,8000,C,8,0,70000,26
1,3250,C,4,0,10200,22
0,8000,A,4,0,72000,49
0,8000,A,22,1,50004,47
0,20000,B,2,0,55000,32
1,8000,D,4,0,36000,22
1,6000,C,0,0,25200,23
1,5000,B,17,0,58000,28
0,12000,A,3,0,70000,23
0,15000,C,2,1,139008,30
1,14400,B,5,2,36000,27
1,5000,F,1,0,35000,23
0,4000,A,8,2,55000,22
0,3500,B,0,0,46344,29
1,35000,G,13,2,80000,24
1,5500,C,1,1,36789.24,27
0,11300,D,5,0,56472,35
0,4250,B,1,0,27500,22
1,16200,D,2,0,60000,30
1,10000,A,0,1,85000,48
1,1500,B,6,0,17496,46
0,12000,A,8,2,48000,22
1,3000,B,8,1,40000,25
1,5000,A,8,0,27000,29
1,7500,B,7,1,50000,24
1,10000,C,7,0,34000,33
1,4200,B,5,0,56650,30
1,12500,A,5,1,180952,23
1,7000,A,47,1,47000,22
1,14400,C,6,0,78000,23
0,22750,B,5,1,35000,30
0,4250,A,6,1,72000,33
1,2500,C,5,1,75000,31
0,9000,A,22,1,150000,27
1,15000,D,9,0,60000,46
1,1500,B,9,1,74000,36
1,10000,B,6,0,23624.95,26
0,30000,E,0,1,225000,25
1,6100,E,7,2,70000,24
0,6000,B,24,1,57600,22
1,2000,C,3,0,25000,32
1,15000,A,13,0,79000,23
1,10800,C,2,0,39288,28
1,10000,E,5,1,44000,30
0,3000,B,9,0,60000,27
1,14000,B,10,0,57600,26
0,4800,C,6,1,71000,25
0,18000,B,4,0,110000,24
1,6350,A,4,1,43200,24
0,10650,B,2,1,48000,32
1,5000,C,3,0,60000,22
0,8500,A,4,0,44000,22
1,5600,B,0,1,90000,37
1,7500,A,5,0,34000,26
0,3500,A,18,1,42000,27
0,4000,C,12,0,65499,25
1,15000,B,5,0,45000,37
1,5425,D,5,2,150000,30
1,3700,B,4,0,76000,27
1,8000,B,9,0,69000,32
0,21000,B,24,1,215662,28
1,2500,B,7,1,44340,26
1,5000,A,26,1,65000,25
0,12000,B,3,0,34138,26
1,4000,B,6,0,32993.73,23
0,7000,B,0,2,60000,28
1,14500,C,3,0,65000,26
0,6000,A,16,1,130000,23
0,4000,B,11,1,55000,29
1,10000,B,3,0,45000,23
0,4000,B,0,1,65000,37
0,8000,A,13,1,31000,24
0,6000,A,5,0,40000,25
1,6000,A,20,1,27012,45
0,7200,A,2,1,69935,23
0,10000,A,2,0,37000,22
1,13000,D,5,0,46000,27
1,11500,B,8,1,47244,22
0,6000,C,0,1,14664,23
0,6800,A,10,1,112200,28
1,7200,A,1,0,20800,22
0,21000,C,11,1,130000,25
0,13000,A,0,0,70000,24
1,15000,A,5,1,75000,26
1,7500,A,8,2,24000,30
1,10000,A,12,1,150000,37
0,3250,D,3,0,25000,24
1,14400,B,9,2,53000,21
1,1200,D,5,2,25200,25
1,24000,F,3,0,53000,24
0,4000,D,3,1,52200,40
0,15000,B,3,0,175000,30
0,4000,A,0,1,103240,23
1,6000,A,3,1,66000,23
1,21000,E,9,1,65600,26
1,15000,B,6,0,87000,32
1,25000,B,12,1,82000,32
0,6000,A,0,0,48000,24
0,3600,A,5,1,45000,40
1,10000,C,1,0,46000,29
0,14300,B,3,2,44390,23
0,6400,A,8,1,123735,42
0,12000,C,15,0,130000,27
1,8700,C,0,1,25200,36
1,10625,E,8,1,34560,27
1,8000,D,0,0,115000,28
1,7500,C,26,1,50000,27
1,2400,A,3,0,22800,31
1,8050,B,1,0,36000,22
1,2500,C,2,0,29000,25
0,4000,B,5,0,38400,22
1,3600,D,3,0,39772,25
0,2700,A,0,2,12000,26
0,5000,A,2,1,95000,24
1,2500,A,9,2,30000,22
0,3000,A,1,1,35000,26
1,2000,A,4,0,18000,25
1,4200,B,3,0,69000,27
1,8400,B,2,1,28000,23
1,11200,C,7,0,34800,31
0,5000,B,3,1,284400,31
1,6000,B,0,0,19200,21
0,20000,A,11,1,90700,28
1,12000,C,4,0,74500,25
1,7000,C,6,2,18996,31
1,9600,C,0,0,70000,26
0,7600,D,0,0,55000,22
0,7600,A,2,0,33000,27
0,15000,D,10,0,90000,30
1,4775,A,1,1,57000,28
1,5000,B,1,2,27000,23
0,2400,C,0,0,12000,28
0,10000,A,7,1,127500,26
0,15000,B,4,1,103363,34
0,10000,B,2,0,38700,24
0,4800,D,13,1,87000,41
1,3000,A,8,0,24000,30
1,3075,D,1,1,28000,36
0,9000,C,2,0,70000,47
0,3000,C,34,1,32904,31
1,2000,B,2,0,50000,27
1,10000,D,7,1,82500,30
0,17975,A,2,0,30000,33
1,7500,C,3,0,31875,22
0,11200,B,2,0,41600,24
0,4800,C,2,1,77350,24
1,4000,C,0,0,12000,24
1,8000,B,0,2,40000,25
1,12000,D,0,0,40000,28
1,18000,E,1,1,74900,28
1,10000,D,5,1,120000,23
0,16000,A,4,1,104676,26
0,12000,B,4,0,56500,46
0,8000,D,26,1,86004,24
1,10000,D,4,0,53292,24
1,18000,C,2,0,55000,25
0,5000,A,11,0,39000,25
1,5000,C,9,0,34400,25
1,10000,C,4,1,43000,33
1,3000,E,5,0,32400,22
1,5000,A,4,0,35004,24
1,1000,B,0,0,30000,21
1,20000,B,41,1,102000,24
0,6000,A,5,1,80000,31
1,15000,C,6,1,90000,38
0,4000,A,5,1,102000,31
1,7500,D,0,0,44604,33
1,3900,B,0,0,44500,25
1,7000,C,1,0,41000,24
0,11000,D,2,0,58000,29
1,11500,B,4,1,50000,26
0,12000,B,1,1,61776,49
0,2800,C,6,0,30000,30
0,15000,A,0,1,69000,22
1,7000,D,0,0,51000,21
1,15000,D,13,1,65004,43
1,7350,A,17,2,22000,21
0,12000,B,9,0,38340,25
1,12000,C,12,0,72000,22
0,5800,A,4,1,45000,25
0,15000,C,1,0,86004,25
1,2800,D,0,0,13380,25
1,7000,C,2,0,58000,36
1,4800,B,1,2,27000,22
0,6000,B,21,0,70000,25
1,15000,E,11,1,65000,37
1,5000,C,1,0,35000,28
0,6225,A,13,0,81000,28
0,15000,A,5,1,132000,23
1,4000,B,0,0,12000,28
1,10000,B,16,1,127000,40
1,4000,A,4,0,100000,23
1,1500,D,0,2,48000,22
1,8000,B,3,0,18000,27
1,1000,C,2,0,38000,24
0,15000,A,8,0,117000,35
1,2000,F,0,1,50000,23
0,7300,A,4,1,30000,34
0,6000,A,24,1,122000,26
1,13000,A,5,1,53500,27
0,20000,D,20,1,259000,25
1,13575,B,2,0,60000,29
1,14400,B,2,0,31800,30
1,25000,F,7,1,120000,26
1,3000,C,4,0,149400,25
0,10000,D,12,1,38400,26
1,10000,C,5,0,42000,25
1,4800,A,6,1,24600,32
1,23750,C,4,0,120000,23
1,12000,C,5,0,52800,25
1,14000,C,9,0,54000,27
1,2000,D,5,1,48000,23
1,8000,A,5,0,39000,29
1,30000,A,5,1,61500,22
0,24500,B,15,0,92000,24
1,10000,D,6,1,80000,37
0,7500,A,3,2,26300,21
0,3000,A,3,1,175000,26
0,3500,B,1,0,31400,27
1,6000,B,0,0,20400,26
1,25000,F,1,2,85000,23
1,9000,B,4,1,112000,25
0,7000,B,4,1,59796,25
0,12000,A,3,1,87278,24
0,15000,E,3,0,55700,24
0,18000,A,17,1,75000,22
1,9000,C,8,1,68000,23
1,1400,D,8,1,54000,23
1,25000,C,5,1,125000,29
1,25000,B,15,1,235800,30
1,7700,D,3,0,29772.96,23
0,9000,A,7,1,48800,24
1,4000,A,4,0,65000,30
1,6000,C,3,0,63000,26
0,12000,A,4,2,55000,33
0,12000,B,8,1,60000,24
